customer_id,first_name,last_name,email,phone,birth_date,account_open_date,account_type,status,balance_amount,deposit_amount,withdrawal_amount,credit_score,transaction_count,region,country_code,state_code,zip_code,referral_source,last_login_date,audit_required_fields_missing,audit_has_missing_required,audit_missing_required_count,audit_source_dataset,audit_load_timestamp,audit_row_id
A000509,James,Sanchez,james.sanchez473@icloud.com,(307) 431-6348,1985-05-24,2011-11-21,IRA,Pending,14118.75,13574.93,13239.03,750,259,Midwest,US,VT,21835,Referral,2024-06-18,,NO,0,dataset_A,2026-05-15 16:41:45,509
A000510,Patricia,Davis,patricia.davis128@icloud.com,(569) 452-7250,1953-12-28,2021-04-13,Checking,Inactive,13044.15,29955.41,23104.38,512,127,Southeast,US,CT,77458,Phone,2025-02-01,,NO,0,dataset_A,2026-05-15 16:41:45,510
A000511,Dorothy,Smith,dorothy.smith51@gmail.com,,1983-08-25,2024-12-21,CD,Suspended,59208.8,32566.37,,622,186,Southwest,US,MI,80453,Online,2024-09-23,,NO,0,dataset_A,2026-05-15 16:41:45,511
A000512,Richard,Allen,richard.allen825@icloud.com,(590) 333-4019,1980-03-10,2004-11-11,IRA,Pending,2403.58,6542.79,59.91,735,95,Southeast,US,ME,33729,Social Media,2025-05-26,,NO,0,dataset_A,2026-05-15 16:41:45,512
A000513,Donald,Martin,donald.martin411@yahoo.com,(926) 302-2512,1995-02-28,2023-03-12,Checking,Active,76262.8,30663.66,460.38,828,246,West,US,FL,35674,Social Media,2025-01-03,,NO,0,dataset_A,2026-05-15 16:41:45,513
A000514,James,Moore,james.moore457@yahoo.com,(277) 350-2817,1954-10-19,2010-04-06,CD,Closed,99418.71,20427.43,12026.49,,179,Southeast,US,MS,44698,Phone,2023-09-19,,NO,0,dataset_A,2026-05-15 16:41:45,514
A000515,Joseph,Allen,joseph.allen333@outlook.com,(639) 460-6005,1975-08-03,2006-07-14,Checking,Active,35883.93,37621.07,35162.71,592,314,Southwest,US,UT,91368,Agent,2023-06-23,,NO,0,dataset_A,2026-05-15 16:41:45,515
A000516,Margaret,Wilson,margaret.wilson249@outlook.com,(768) 751-7217,1956-07-12,2000-07-25,Checking,Pending,64329.02,33925.91,28046.6,,405,Midwest,US,WA,81476,Phone,2024-06-30,,NO,0,dataset_A,2026-05-15 16:41:45,516
A000517,Nancy,Anderson,nancy.anderson903@outlook.com,(727) 270-7493,1995-04-27,2003-01-02,Savings,Closed,687.44,42891.92,40983.72,,107,Midwest,US,VT,18645,Mail,2024-03-21,,NO,0,dataset_A,2026-05-15 16:41:45,517
A000518,Emily,Miller,emily.miller16@outlook.com,(876) 461-9828,2005-10-23,2023-09-02,IRA,Active,23712.82,29787.82,14335.12,790,429,Southeast,US,KY,59393,,2025-02-19,,NO,0,dataset_A,2026-05-15 16:41:45,518
A000519,Karen,Rodriguez,karen.rodriguez927@yahoo.com,(781) 305-3473,1999-04-26,2007-01-18,Savings,Pending,83079.98,32434.87,23083.59,517,62,Northeast,US,AL,34263,Branch,2023-01-05,,NO,0,dataset_A,2026-05-15 16:41:45,519
A000520,Kimberly,Harris,kimberly.harris473@hotmail.com,(771) 892-8878,1960-12-01,2013-04-03,Checking,Closed,37629.94,2265.48,2033.81,626,328,West,US,NC,16208,Social Media,2025-05-12,,NO,0,dataset_A,2026-05-15 16:41:45,520
A000521,Richard,Lee,,(950) 991-1276,,2014-10-11,CD,Active,86568.63,29435.08,1356.29,699,47,Southwest,US,MS,49202,Social Media,2023-07-04,email,YES,1,dataset_A,2026-05-15 16:41:45,521
A000522,Joseph,Jackson,joseph.jackson2@hotmail.com,,1951-05-08,2008-09-24,Savings,Closed,53936.21,5028.58,3648.82,714,310,Northeast,US,ND,40681,Phone,2025-12-01,,NO,0,dataset_A,2026-05-15 16:41:45,522
A000523,Donald,King,donald.king699@hotmail.com,(571) 664-2270,1983-10-30,2010-08-14,Checking,Inactive,78049.72,3632.39,3589.71,834,425,Southwest,US,AL,49678,Online,2023-01-12,,NO,0,dataset_A,2026-05-15 16:41:45,523
A000524,William,Jones,william.jones803@hotmail.com,(497) 923-2478,1962-05-18,2008-04-17,IRA,Inactive,35801.29,25524.84,15116.34,746,83,Southwest,US,MI,77138,Phone,2023-04-20,,NO,0,dataset_A,2026-05-15 16:41:45,524
A000525,Thomas,White,thomas.white273@yahoo.com,(246) 526-8128,1961-05-05,2006-05-07,Money Market,Suspended,10076.2,27677.61,499.91,364,112,Midwest,US,NE,46059,Online,2024-03-08,,NO,0,dataset_A,2026-05-15 16:41:45,525
A000526,Donald,Lopez,donald.lopez516@yahoo.com,(259) 291-8954,1996-05-10,2011-09-29,Checking,Inactive,91914.01,30551.33,28767.06,,30,West,US,TN,17733,Online,2025-01-31,,NO,0,dataset_A,2026-05-15 16:41:45,526
A000527,Ashley,Miller,ashley.miller836@gmail.com,(651) 254-3230,1952-12-11,2019-04-19,Checking,Active,31155.83,21370.18,14973.25,388,293,West,US,VA,52890,Agent,2023-10-16,,NO,0,dataset_A,2026-05-15 16:41:45,527
A000528,Anthony,Nguyen,anthony.nguyen569@icloud.com,(683) 984-2893,1957-11-26,2023-02-01,Savings,Closed,20940.52,42873.16,38658.58,,23,West,US,TX,90055,Mail,2024-01-11,,NO,0,dataset_A,2026-05-15 16:41:45,528
A000529,Charles,Wilson,charles.wilson995@outlook.com,,1998-12-15,2019-04-04,IRA,Inactive,43503.96,26200.9,23344.89,815,155,Midwest,US,IA,60151,Social Media,2024-09-02,,NO,0,dataset_A,2026-05-15 16:41:45,529
A000530,Paul,Brown,paul.brown339@outlook.com,(659) 834-6497,1982-09-04,2008-03-13,IRA,Active,4833.83,40815.22,31250.57,805,158,West,US,CT,40614,Online,2023-07-25,,NO,0,dataset_A,2026-05-15 16:41:45,530
A000531,Matthew,Miller,matthew.miller616@gmail.com,(903) 919-3902,1952-02-19,2016-08-21,Money Market,Active,13803.58,40272.07,35961.7,486,160,West,US,MN,17801,Online,2025-05-05,,NO,0,dataset_A,2026-05-15 16:41:45,531
A000532,Jennifer,Lee,jennifer.lee114@outlook.com,(870) 902-5253,2005-05-30,2012-09-02,CD,Active,21067.18,35973.71,30380.69,350,362,Midwest,US,TN,13676,Branch,,,NO,0,dataset_A,2026-05-15 16:41:45,532
A000533,Charles,Flores,,(329) 232-4514,1995-06-10,2012-09-30,Money Market,Pending,77172.57,610.24,604.43,478,183,Southeast,US,MS,99918,Phone,2023-04-04,email,YES,1,dataset_A,2026-05-15 16:41:45,533
A000534,John,Brown,john.brown418@hotmail.com,(760) 260-2207,1989-05-28,2010-11-02,Savings,Inactive,56724.15,28880.45,8345.76,683,,Southwest,US,MO,30601,Referral,2024-03-22,,NO,0,dataset_A,2026-05-15 16:41:45,534
A000535,James,Jones,james.jones506@yahoo.com,(670) 750-5174,1955-06-27,2006-09-14,Money Market,Closed,98529.5,15655.18,,731,23,Northeast,US,SD,80911,Phone,2025-11-11,,NO,0,dataset_A,2026-05-15 16:41:45,535
A000536,Barbara,Davis,barbara.davis91@hotmail.com,(894) 542-8479,2000-06-21,2024-05-11,IRA,Inactive,38954.5,10997.2,6527.9,471,118,Southeast,US,NE,97954,Social Media,2023-01-18,,NO,0,dataset_A,2026-05-15 16:41:45,536
A000537,Betty,Thompson,betty.thompson534@yahoo.com,(201) 655-2876,1980-11-19,2024-09-14,CD,Inactive,7312.64,23097.19,16758.33,661,268,West,US,OR,74072,,2023-07-13,,NO,0,dataset_A,2026-05-15 16:41:45,537
A000538,Linda,Allen,linda.allen448@yahoo.com,(782) 967-8598,1992-03-16,2004-03-23,Checking,Active,53320.82,16615.79,15239.47,521,192,Southeast,US,NC,86268,Mail,2025-11-08,,NO,0,dataset_A,2026-05-15 16:41:45,538
A000539,Lisa,Brown,,(764) 418-5825,1970-07-07,2006-12-22,Money Market,Closed,99540.61,6905.11,1459.9,837,33,Midwest,US,OR,88963,Agent,2023-01-21,email,YES,1,dataset_A,2026-05-15 16:41:45,539
A000540,James,Rodriguez,james.rodriguez37@yahoo.com,(333) 934-8191,1961-05-30,2010-12-06,Checking,Inactive,97856.89,13849.91,12275.67,705,349,Northeast,US,MN,87970,Branch,2025-06-20,,NO,0,dataset_A,2026-05-15 16:41:45,540
A000541,Margaret,Nguyen,margaret.nguyen99@icloud.com,(812) 291-7811,1956-08-22,2001-10-31,IRA,Inactive,53495.54,6600.96,1740.48,582,198,Southeast,US,OR,20637,Social Media,2023-08-31,,NO,0,dataset_A,2026-05-15 16:41:45,541
A000542,Steven,Brown,steven.brown376@hotmail.com,(671) 971-1664,1985-05-07,2022-12-21,Checking,Closed,55496.59,18428.72,14433.79,337,220,Southeast,US,UT,50130,Phone,2024-04-05,,NO,0,dataset_A,2026-05-15 16:41:45,542
A000543,James,Martin,james.martin663@icloud.com,(320) 290-5841,1972-12-10,2006-03-01,IRA,Closed,37381.35,22680.77,15404.28,340,252,West,US,UT,90963,Online,2025-04-14,,NO,0,dataset_A,2026-05-15 16:41:45,543
A000544,Lisa,Garcia,lisa.garcia674@icloud.com,(337) 937-5615,1966-09-30,2016-05-10,Savings,Closed,56874.81,19013.31,660.42,379,427,West,US,NY,63171,Online,2024-06-30,,NO,0,dataset_A,2026-05-15 16:41:45,544
A000545,Matthew,Torres,matthew.torres692@outlook.com,(474) 939-6496,1982-05-05,2021-03-07,IRA,Pending,49687.64,39803.3,17151.56,429,175,Northeast,US,OH,11038,Phone,2024-09-19,,NO,0,dataset_A,2026-05-15 16:41:45,545
A000546,Nancy,Lopez,nancy.lopez779@hotmail.com,(657) 386-2848,1971-06-28,2012-05-21,IRA,Active,59392.43,16154.83,15074.48,571,298,Southeast,US,NE,25249,Referral,2024-09-24,,NO,0,dataset_A,2026-05-15 16:41:45,546
A000547,Patricia,Lewis,patricia.lewis581@hotmail.com,(218) 230-9751,1960-12-11,2015-12-25,Checking,Active,21611.08,38515.99,3558.03,587,107,Midwest,US,WV,33097,Mail,2025-11-01,,NO,0,dataset_A,2026-05-15 16:41:45,547
A000548,Dorothy,Brown,dorothy.brown116@hotmail.com,(908) 741-7732,1963-03-30,2020-10-04,CD,Suspended,18996.55,48243.67,,363,23,Midwest,US,GA,67583,,2024-10-28,,NO,0,dataset_A,2026-05-15 16:41:45,548
A000549,John,Williams,john.williams26@yahoo.com,(674) 878-4192,1952-05-17,2005-07-15,IRA,Active,48126.42,34120.92,1197.04,687,179,West,US,WY,61218,Branch,2023-02-24,,NO,0,dataset_A,2026-05-15 16:41:45,549
A000550,Andrew,Young,andrew.young803@yahoo.com,(875) 899-4493,1963-04-24,2019-11-10,Savings,Pending,34068.92,35956.82,10331.45,527,115,Southwest,US,NV,21417,Phone,2023-03-13,,NO,0,dataset_A,2026-05-15 16:41:45,550
A000551,Patricia,Scott,patricia.scott471@gmail.com,,1994-01-31,2004-06-22,IRA,Inactive,50900.79,19454.5,10898.81,391,252,Southwest,US,VA,44359,Phone,2025-04-04,,NO,0,dataset_A,2026-05-15 16:41:45,551
A000552,Mark,Taylor,mark.taylor135@yahoo.com,,2004-06-30,2006-11-27,IRA,Inactive,20586.93,48493.23,33233.77,482,181,Southwest,US,ID,90993,Referral,2023-04-11,,NO,0,dataset_A,2026-05-15 16:41:45,552
A000553,Donald,Thomas,donald.thomas69@gmail.com,(441) 206-8955,1970-07-22,2005-06-22,Savings,Active,52923.05,13577.8,10519.65,358,146,Southeast,US,OR,72066,Agent,2023-05-10,,NO,0,dataset_A,2026-05-15 16:41:45,553
A000554,Donald,Williams,donald.williams371@outlook.com,,1980-09-13,2000-10-04,Checking,Pending,24768.42,3636.07,769.1,808,94,Northeast,US,FL,12380,Referral,,,NO,0,dataset_A,2026-05-15 16:41:45,554
A000555,Dorothy,Miller,dorothy.miller140@gmail.com,(835) 613-8581,1990-09-21,2023-06-21,Savings,Suspended,14541.95,3664.58,292.81,489,333,Northeast,US,NJ,54448,Agent,2025-12-22,,NO,0,dataset_A,2026-05-15 16:41:45,555
A000556,Paul,Clark,paul.clark361@yahoo.com,(915) 909-6058,2004-01-24,2017-02-22,Checking,Pending,83986.34,46798.47,29807.55,427,81,Northeast,US,MN,13082,Social Media,2025-02-13,,NO,0,dataset_A,2026-05-15 16:41:45,556
A000557,,Robinson,andrew.robinson819@outlook.com,(513) 516-9925,1989-01-18,2020-02-02,Money Market,Active,47733.76,35548.32,31656.72,334,169,Southwest,US,KS,56268,Referral,,first_name,YES,1,dataset_A,2026-05-15 16:41:45,557
A000558,Karen,Torres,karen.torres437@icloud.com,(566) 340-7228,1968-06-21,,Money Market,Active,18240.38,23220.15,9602.12,606,40,West,US,ME,78749,Phone,2024-11-17,account_open_date,YES,1,dataset_A,2026-05-15 16:41:45,558
A000559,Charles,Clark,charles.clark674@hotmail.com,(499) 963-4627,1973-02-03,2013-09-11,IRA,Pending,24425.37,48618.73,11788.0,564,230,West,US,LA,63728,,2023-12-17,,NO,0,dataset_A,2026-05-15 16:41:45,559
A000560,Donna,Perez,donna.perez513@hotmail.com,(745) 857-9558,1974-03-10,2004-08-24,IRA,Suspended,12394.52,36147.5,4162.15,344,154,West,US,MN,35259,Referral,2025-04-25,,NO,0,dataset_A,2026-05-15 16:41:45,560
A000561,Donna,Rodriguez,donna.rodriguez880@yahoo.com,(590) 265-3431,1970-01-17,2001-03-24,Money Market,Active,3247.88,508.03,372.81,702,270,Southwest,US,IL,53354,Phone,2025-08-23,,NO,0,dataset_A,2026-05-15 16:41:45,561
A000562,Sandra,Garcia,sandra.garcia945@icloud.com,(465) 912-6361,1969-11-08,2024-04-24,Savings,Closed,60753.14,47219.09,19236.85,,99,Midwest,US,ID,44750,Mail,2023-08-09,,NO,0,dataset_A,2026-05-15 16:41:45,562
A000563,Mark,Nguyen,mark.nguyen426@icloud.com,(228) 233-6141,1962-08-21,2017-02-09,Savings,Active,74015.88,33739.86,14783.26,776,19,Midwest,US,AR,30337,Branch,2025-01-20,,NO,0,dataset_A,2026-05-15 16:41:45,563
A000564,Emily,Flores,emily.flores967@outlook.com,(976) 363-4259,1996-09-05,2010-06-27,Savings,Closed,41923.49,16917.02,3646.06,,129,Southwest,US,CA,26102,Agent,2025-07-23,,NO,0,dataset_A,2026-05-15 16:41:45,564
A000565,James,Lewis,james.lewis877@hotmail.com,(966) 258-3843,1983-03-19,2007-10-06,IRA,Closed,13770.44,23919.41,694.7,,151,West,US,WV,12147,Online,2023-11-30,,NO,0,dataset_A,2026-05-15 16:41:45,565
A000566,William,Jackson,william.jackson54@outlook.com,(759) 673-2664,1992-09-23,2022-03-19,CD,Active,5378.21,40716.21,38098.78,,327,West,US,NH,30196,Social Media,2023-10-31,,NO,0,dataset_A,2026-05-15 16:41:45,566
A000567,Robert,Lopez,robert.lopez160@outlook.com,(976) 746-5616,1995-07-01,2011-02-05,Savings,Suspended,59679.12,40133.22,31883.0,386,24,Southwest,US,NC,15500,Branch,2025-05-01,,NO,0,dataset_A,2026-05-15 16:41:45,567
A000568,Robert,Robinson,robert.robinson876@gmail.com,(812) 354-6775,2005-07-28,2015-12-03,Checking,Suspended,86226.86,24236.56,21941.75,560,285,Southeast,US,AK,57279,Social Media,2023-10-23,,NO,0,dataset_A,2026-05-15 16:41:45,568
A000569,Matthew,Lee,matthew.lee702@outlook.com,(953) 201-9840,1968-02-26,2019-11-12,IRA,Suspended,58905.81,32302.45,10678.98,321,5,West,US,UT,59482,Social Media,2024-12-16,,NO,0,dataset_A,2026-05-15 16:41:45,569
A000570,Christopher,Gonzalez,christopher.gonzalez807@hotmail.com,(414) 363-6186,1974-01-17,2022-05-04,Savings,Inactive,49431.94,31195.7,547.07,708,42,West,US,FL,13640,Agent,2023-11-19,,NO,0,dataset_A,2026-05-15 16:41:45,570
A000571,Linda,Jones,linda.jones331@hotmail.com,(611) 438-8141,1963-10-31,2013-04-22,Savings,Active,21445.81,7581.74,5028.55,327,282,Southeast,US,IN,24020,Branch,2023-03-24,,NO,0,dataset_A,2026-05-15 16:41:45,571
A000572,Paul,Anderson,paul.anderson722@yahoo.com,(377) 278-7096,1995-11-17,2005-01-19,Savings,Suspended,5955.35,32118.31,31843.18,308,298,Midwest,US,KY,82911,,2024-09-17,,NO,0,dataset_A,2026-05-15 16:41:45,572
A000573,James,Williams,james.williams814@hotmail.com,(691) 450-6139,1984-10-13,2017-11-29,Checking,Pending,17354.97,46403.43,13744.43,444,223,Southeast,US,CA,35337,,2023-04-04,,NO,0,dataset_A,2026-05-15 16:41:45,573
A000574,Thomas,Wright,thomas.wright223@gmail.com,(916) 314-2475,2005-03-05,2018-03-23,IRA,Closed,27781.15,24279.88,15822.9,503,,Southwest,US,NV,63716,Online,,,NO,0,dataset_A,2026-05-15 16:41:45,574
A000575,Daniel,Gonzalez,,(534) 383-5426,1997-07-02,2000-02-01,Savings,Suspended,53693.76,9669.59,6381.78,,273,Southeast,US,NJ,67166,Branch,2023-12-30,email,YES,1,dataset_A,2026-05-15 16:41:45,575
A000576,Jessica,Allen,jessica.allen625@hotmail.com,(964) 285-9284,1960-03-26,2018-01-20,Checking,Inactive,67154.08,44138.2,,494,258,Southeast,US,IA,89793,Branch,2025-11-06,,NO,0,dataset_A,2026-05-15 16:41:45,576
A000577,Daniel,Lopez,daniel.lopez473@icloud.com,(917) 220-7652,1993-04-08,2001-12-12,Money Market,Pending,72696.45,3165.03,2957.19,572,38,Southwest,US,RI,68273,Mail,2025-10-27,,NO,0,dataset_A,2026-05-15 16:41:45,577
A000578,Donna,Clark,donna.clark594@icloud.com,(891) 217-3468,1983-10-24,2017-11-28,Savings,Pending,64146.78,27050.89,2548.22,509,259,Southeast,US,MI,52749,Branch,2025-06-10,,NO,0,dataset_A,2026-05-15 16:41:45,578
A000579,Mark,Martin,mark.martin908@yahoo.com,(832) 621-7931,1977-04-27,2017-10-11,Checking,Pending,57722.82,30391.49,20848.61,660,435,Southwest,US,LA,19865,Phone,2025-10-29,,NO,0,dataset_A,2026-05-15 16:41:45,579
A000580,Ashley,Thomas,ashley.thomas296@hotmail.com,(746) 309-7239,,2014-03-05,Savings,Pending,51658.25,31495.69,10288.6,332,71,Northeast,US,MT,62456,Referral,2023-05-06,,NO,0,dataset_A,2026-05-15 16:41:45,580
A000581,Susan,Moore,susan.moore548@outlook.com,(768) 394-1674,1977-05-17,2024-09-19,CD,Closed,35536.21,5218.73,553.11,,403,Northeast,US,AR,10082,,2025-03-10,,NO,0,dataset_A,2026-05-15 16:41:45,581
A000582,Donna,Hill,donna.hill365@yahoo.com,(985) 778-4138,1998-07-27,2013-03-13,Checking,Pending,1237.38,48412.05,44164.68,843,212,Northeast,US,AK,24810,Agent,2025-05-25,,NO,0,dataset_A,2026-05-15 16:41:45,582
A000583,Linda,Brown,linda.brown237@outlook.com,(244) 602-8929,1980-10-07,2017-12-24,Checking,Suspended,91852.87,15150.8,1770.06,746,70,Southwest,US,WY,33364,Branch,2024-01-06,,NO,0,dataset_A,2026-05-15 16:41:45,583
A000584,Nancy,Thomas,nancy.thomas221@outlook.com,(754) 495-6335,1969-12-28,2007-08-29,Savings,Pending,43677.47,,1425.07,656,85,West,US,AR,10435,Agent,2023-09-19,,NO,0,dataset_A,2026-05-15 16:41:45,584
A000585,Jennifer,Jones,jennifer.jones952@hotmail.com,(635) 990-5435,1998-12-12,2015-07-18,Money Market,Pending,23301.27,38940.05,26035.06,654,439,Southwest,US,DE,75844,Referral,2023-06-22,,NO,0,dataset_A,2026-05-15 16:41:45,585
A000586,Nancy,Brown,nancy.brown542@gmail.com,(435) 983-6998,1981-12-29,2023-09-22,Money Market,Active,36008.92,29964.32,3568.23,770,148,West,US,IN,14803,Referral,,,NO,0,dataset_A,2026-05-15 16:41:45,586
A000587,Linda,King,linda.king223@hotmail.com,(815) 386-7997,1996-01-09,2007-11-08,Savings,Suspended,7856.16,39375.77,11231.58,488,32,Northeast,US,NH,50072,Mail,2024-03-11,,NO,0,dataset_A,2026-05-15 16:41:45,587
A000588,Donald,Allen,donald.allen52@gmail.com,(485) 590-9135,1992-12-28,2007-04-17,IRA,Active,50944.35,43173.85,35127.65,563,322,Midwest,US,MI,16902,Phone,,,NO,0,dataset_A,2026-05-15 16:41:45,588
A000589,Paul,Hill,paul.hill568@outlook.com,(925) 548-3682,1957-08-16,2023-06-02,Savings,Closed,47708.9,28871.97,14857.51,768,224,Midwest,US,WY,74261,Referral,2024-12-14,,NO,0,dataset_A,2026-05-15 16:41:45,589
A000590,Kimberly,Davis,kimberly.davis863@icloud.com,(823) 876-2212,1976-11-05,2020-04-08,Money Market,Pending,4659.88,7172.96,1884.28,401,406,Southwest,US,NY,30955,Phone,2025-12-07,,NO,0,dataset_A,2026-05-15 16:41:45,590
A000591,Jessica,Johnson,jessica.johnson215@icloud.com,(451) 824-9055,1957-02-27,,IRA,Pending,50029.14,37599.28,3961.69,348,75,Southwest,US,NV,86703,Branch,2025-02-04,account_open_date,YES,1,dataset_A,2026-05-15 16:41:45,591
A000592,Christopher,Allen,christopher.allen552@gmail.com,,1960-12-07,2003-07-31,IRA,Inactive,75331.69,23233.97,7141.51,622,124,Northeast,US,OR,17742,Agent,2025-12-31,,NO,0,dataset_A,2026-05-15 16:41:45,592
A000593,Linda,Williams,linda.williams291@outlook.com,(551) 913-9698,1984-01-05,2019-09-24,Money Market,Pending,5630.15,6781.45,1663.8,361,320,Midwest,US,WI,66387,Online,2024-08-20,,NO,0,dataset_A,2026-05-15 16:41:45,593
A000594,Jennifer,Perez,jennifer.perez882@hotmail.com,(318) 303-7223,1985-04-01,2006-01-04,CD,Suspended,81951.34,,6520.33,687,175,Midwest,US,ID,78319,Online,2024-06-06,,NO,0,dataset_A,2026-05-15 16:41:45,594
A000595,Anthony,Jones,anthony.jones36@gmail.com,(542) 748-5908,1973-10-30,2005-07-31,IRA,Pending,,34828.39,288.12,729,68,West,US,CT,44510,Agent,2024-07-08,balance_amount,YES,1,dataset_A,2026-05-15 16:41:45,595
A000596,Donna,Anderson,,(611) 466-1058,1965-07-14,2012-06-24,Money Market,Closed,79321.82,46328.25,39642.09,636,457,Southwest,US,DE,69442,Referral,2023-02-13,email,YES,1,dataset_A,2026-05-15 16:41:45,596
A000597,Emily,Scott,emily.scott123@gmail.com,(235) 407-5998,2002-12-28,2002-12-01,IRA,Suspended,75634.68,41957.19,40354.45,539,145,Southwest,US,AL,42908,Online,,,NO,0,dataset_A,2026-05-15 16:41:45,597
A000598,Daniel,Gonzalez,daniel.gonzalez525@hotmail.com,,1970-11-15,2015-12-22,Checking,Closed,96917.12,9314.49,527.17,578,110,Midwest,US,WY,41483,Social Media,2023-06-04,,NO,0,dataset_A,2026-05-15 16:41:45,598
A000599,Michelle,Martin,michelle.martin102@yahoo.com,(771) 686-3474,1972-12-11,2008-03-22,CD,Closed,13991.94,13852.39,193.78,519,51,West,US,AR,14645,Branch,2025-12-12,,NO,0,dataset_A,2026-05-15 16:41:45,599
A000600,Matthew,Wilson,matthew.wilson52@hotmail.com,,1971-03-19,2018-07-29,IRA,Closed,705.92,27307.77,,787,15,Southwest,US,KS,27899,Referral,2023-01-26,,NO,0,dataset_A,2026-05-15 16:41:45,600
B000001,Jessica,Flores,jessicaflores473@gmail.com,(409) 753-7236,1995-11-09,2017-06-27,Checking,Active,18545.41,38934.62,33878.52,586,405,Southwest,US,DE,84642,Branch,2023-05-21,,NO,0,dataset_B,2026-05-15 16:41:45,601
B000002,Ashley,Taylor,ashleytaylor314@yahoo.com,(334) 388-6907,1985-08-24,2008-02-14,Money Market,Active,40409.76,49162.52,46041.64,578,421,Southwest,US,ID,59260,,2025-11-05,,NO,0,dataset_B,2026-05-15 16:41:45,602
B000003,Christopher,Miller,christophermiller231@yahoo.com,(224) 893-3194,1980-12-12,2024-03-23,Checking,Inactive,46767.64,3945.14,435.7,849,430,Southwest,US,OH,63032,Social Media,2025-04-27,,NO,0,dataset_B,2026-05-15 16:41:45,603
B000004,Sandra,Allen,sandraallen691@hotmail.com,(475) 519-8474,1995-11-11,2003-12-22,Checking,Suspended,12253.62,23180.45,3028.05,,377,West,US,WY,36424,Mail,2023-09-19,,NO,0,dataset_B,2026-05-15 16:41:45,604
B000005,Joseph,Moore,josephmoore554@outlook.com,(429) 787-9647,1974-11-08,2000-06-08,Savings,Inactive,50741.08,13520.95,12693.47,314,,Southeast,US,AL,17990,,2025-02-10,,NO,0,dataset_B,2026-05-15 16:41:45,605
B000006,Margaret,Robinson,margaretrobinson246@icloud.com,(292) 324-5130,1950-03-28,2004-02-21,Savings,Inactive,10678.6,241.46,225.48,844,295,West,US,AZ,60882,Online,2024-11-20,,NO,0,dataset_B,2026-05-15 16:41:45,606
B000007,Jennifer,Scott,jenniferscott436@hotmail.com,(803) 727-5543,1972-05-05,2004-04-05,CD,Active,99997.48,19425.39,1654.32,678,168,West,US,MD,29671,Online,,,NO,0,dataset_B,2026-05-15 16:41:45,607
B000008,Jessica,Lee,jessicalee781@yahoo.com,(811) 456-5642,1974-10-07,2006-08-26,Checking,Pending,27412.28,20555.79,14821.09,393,77,Southeast,US,NC,68554,Phone,2024-08-14,,NO,0,dataset_B,2026-05-15 16:41:45,608
B000009,Margaret,Martinez,margaretmartinez35@icloud.com,(678) 432-6873,1967-04-14,2009-12-20,Checking,Active,34338.39,44362.13,4201.15,442,169,Northeast,US,UT,64876,Online,2024-01-11,,NO,0,dataset_B,2026-05-15 16:41:45,609
B000010,Charles,Sanchez,charlessanchez118@gmail.com,(255) 287-3093,1996-11-12,2001-04-30,Savings,Inactive,5613.64,30080.75,22109.59,737,45,Midwest,US,OH,59055,Online,2025-05-29,,NO,0,dataset_B,2026-05-15 16:41:45,610
B000011,Joseph,Taylor,josephtaylor320@hotmail.com,(650) 629-4584,1976-11-25,2001-02-16,Money Market,Inactive,,48532.25,38755.41,616,76,Midwest,US,OK,65293,Online,2025-04-19,balance_amount,YES,1,dataset_B,2026-05-15 16:41:45,611
B000012,Christopher,Miller,,(628) 920-7347,1985-11-26,2012-05-19,IRA,Suspended,82518.04,33408.93,18233.85,576,150,Northeast,US,TX,30924,,,email,YES,1,dataset_B,2026-05-15 16:41:45,612
B000013,Steven,Martin,stevenmartin513@icloud.com,(414) 514-1878,1987-08-13,2024-07-26,Savings,Active,48078.95,15066.86,12708.54,664,131,Southeast,US,AK,62385,Agent,2024-02-08,,NO,0,dataset_B,2026-05-15 16:41:45,613
B000014,Linda,Miller,lindamiller687@icloud.com,(202) 884-8029,1970-03-21,2012-11-23,IRA,Inactive,49052.29,9778.24,2710.8,,207,Northeast,US,MN,22889,Social Media,2023-03-31,,NO,0,dataset_B,2026-05-15 16:41:45,614
B000015,Betty,Martin,bettymartin201@outlook.com,(252) 518-9648,1971-05-07,2022-08-30,Checking,Inactive,7767.3,36310.37,7321.78,350,413,Northeast,US,IN,49035,Mail,2024-05-07,,NO,0,dataset_B,2026-05-15 16:41:45,615
B000016,Dorothy,Miller,dorothymiller604@hotmail.com,(975) 597-3549,1981-10-30,2002-04-14,Checking,Pending,76073.72,27738.79,17645.55,636,,Northeast,US,IN,67350,Referral,2025-12-21,,NO,0,dataset_B,2026-05-15 16:41:45,616
B000017,Mary,Walker,,(998) 679-1921,1991-12-25,2004-09-29,IRA,Active,55590.23,33799.79,28215.71,507,450,Southwest,US,KY,73061,Mail,2024-10-02,email,YES,1,dataset_B,2026-05-15 16:41:45,617
B000018,Joseph,Williams,josephwilliams459@hotmail.com,(215) 889-9995,1981-07-27,,Money Market,Inactive,55745.65,5302.12,4646.45,466,62,Northeast,US,MO,88966,Agent,2024-12-22,account_open_date,YES,1,dataset_B,2026-05-15 16:41:45,618
